***SENSOR SELECTION,,,,,
CH 1-Voltage(±1V),,,,,
CH 2-Voltage(±1V),,,,,
CH 3-Voltage(±1V),,,,,
*** Sampling Rate ,,,,,
1 Data Per 1 Min,,,,,
*** Duration to Monitor  ,,,,,
1 Day,,,,,
Start: 12-DEC-2022  12:14PM,,,,,
Time(s),V1,V2,V3,⁰C,Vavg
33240,0.702875,0.687966,0.692226,,0.694355667
33300,0.702875,0.687433,0.691693,,0.694000333
33360,0.702875,0.686901,0.691161,,0.693645667
33420,0.702343,0.686901,0.690628,,0.693290667
33480,0.702343,0.686368,0.690096,,0.692935667
33540,0.702343,0.686368,0.690096,,0.692935667
33600,0.702343,0.685836,0.689563,,0.692580667
33660,0.702343,0.685836,0.689031,,0.692403333
33720,0.70181,0.685303,0.691161,,0.692758
33780,0.70181,0.685303,0.691693,,0.692935333
33840,0.70181,0.684771,0.691161,,0.692580667
33900,0.701278,0.684238,0.690628,,0.692048
33960,0.701278,0.684238,0.690628,,0.692048
34020,0.701278,0.683706,0.690096,,0.691693333
34080,0.700745,0.683706,0.689563,,0.691338
34140,0.700745,0.683173,0.689563,,0.691160333
34200,0.700745,0.683173,0.689031,,0.690983
34260,0.700745,0.683173,0.688498,,0.690805333
34320,0.700213,0.682641,0.688498,,0.690450667
34380,0.700213,0.682108,0.687966,,0.690095667
34440,0.700213,0.681576,0.687433,,0.689740667
34500,0.700213,0.681576,0.687433,,0.689740667
34560,0.700213,0.681043,0.687433,,0.689563
34620,0.69968,0.680511,0.686901,,0.689030667
34680,0.69968,0.679979,0.686368,,0.688675667
34740,0.69968,0.679979,0.686368,,0.688675667
34800,0.69968,0.679446,0.686368,,0.688498
34860,0.69968,0.679446,0.686368,,0.688498
34920,0.699148,0.679446,0.685836,,0.688143333
34980,0.699148,0.678914,0.685836,,0.687966
35040,0.699148,0.678914,0.685303,,0.687788333
35100,0.699148,0.678914,0.685303,,0.687788333
35160,0.698615,0.678381,0.685303,,0.687433
35220,0.698615,0.678381,0.684771,,0.687255667
35280,0.698615,0.677849,0.684771,,0.687078333
35340,0.698615,0.677849,0.684771,,0.687078333
35400,0.698615,0.677849,0.684771,,0.687078333
35460,0.698083,0.677849,0.684238,,0.686723333
35520,0.698083,0.677316,0.684238,,0.686545667
35580,0.698083,0.677316,0.684238,,0.686545667
35640,0.698083,0.677316,0.683706,,0.686368333
35700,0.698083,0.677316,0.683706,,0.686368333
35760,0.69755,0.676784,0.683173,,0.685835667
35820,0.69755,0.676784,0.683173,,0.685835667
35880,0.69755,0.676784,0.683173,,0.685835667
35940,0.697018,0.676251,0.682641,,0.685303333
36000,0.697018,0.676784,0.683173,,0.685658333
36060,0.697018,0.676251,0.682641,,0.685303333
36120,0.697018,0.675719,0.682108,,0.684948333
36180,0.697018,0.675719,0.682641,,0.685126
36240,0.696485,0.675719,0.681576,,0.684593333
36300,0.696485,0.675719,0.681576,,0.684593333
36360,0.696485,0.675719,0.681576,,0.684593333
36420,0.696485,0.675186,0.681576,,0.684415667
36480,0.696485,0.675186,0.681043,,0.684238
36540,0.695953,0.675186,0.681043,,0.684060667
36600,0.695953,0.674654,0.680511,,0.683706
36660,0.695953,0.674654,0.681043,,0.683883333
36720,0.695953,0.674654,0.679979,,0.683528667
36780,0.695953,0.674654,0.679979,,0.683528667
36840,0.69542,0.674121,0.680511,,0.683350667
36900,0.69542,0.674121,0.679446,,0.682995667
36960,0.69542,0.674121,0.679979,,0.683173333
37020,0.69542,0.674121,0.679446,,0.682995667
37080,0.694888,0.673589,0.678914,,0.682463667
37140,0.694888,0.673589,0.678914,,0.682463667
37200,0.694888,0.673589,0.678914,,0.682463667
37260,0.694888,0.673589,0.678914,,0.682463667
37320,0.694888,0.673589,0.678381,,0.682286
37380,0.694356,0.673589,0.678381,,0.682108667
37440,0.694356,0.673056,0.678381,,0.681931
37500,0.694356,0.673056,0.678381,,0.681931
37560,0.694356,0.673056,0.677849,,0.681753667
37620,0.694356,0.673056,0.677849,,0.681753667
37680,0.693823,0.672524,0.677849,,0.681398667
37740,0.693823,0.672524,0.677849,,0.681398667
37800,0.693823,0.672524,0.677849,,0.681398667
37860,0.693823,0.672524,0.677316,,0.681221
37920,0.693823,0.672524,0.677316,,0.681221
37980,0.693823,0.671991,0.677316,,0.681043333
38040,0.693291,0.672524,0.677316,,0.681043667
38100,0.693291,0.671991,0.676784,,0.680688667
38160,0.693291,0.671991,0.676784,,0.680688667
38220,0.693291,0.671991,0.676251,,0.680511
38280,0.693291,0.671459,0.676251,,0.680333667
38340,0.692758,0.671459,0.676251,,0.680156
38400,0.692758,0.671459,0.676251,,0.680156
38460,0.692758,0.671459,0.676251,,0.680156
38520,0.692758,0.670926,0.675719,,0.679801
38580,0.692758,0.670926,0.675719,,0.679801
38640,0.692226,0.670926,0.675719,,0.679623667
38700,0.692226,0.670926,0.675186,,0.679446
38760,0.692226,0.670926,0.675186,,0.679446
38820,0.692226,0.670394,0.675186,,0.679268667
38880,0.691693,0.670394,0.674654,,0.678913667
38940,0.691693,0.670394,0.674654,,0.678913667
39000,0.691693,0.670394,0.674654,,0.678913667
39060,0.691693,0.669861,0.674121,,0.678558333
39120,0.691693,0.669861,0.674121,,0.678558333
39180,0.691693,0.669861,0.674121,,0.678558333
39240,0.691693,0.669861,0.673589,,0.678381
39300,0.691161,0.669861,0.673589,,0.678203667
39360,0.691161,0.669329,0.673589,,0.678026333
39420,0.691161,0.669329,0.673589,,0.678026333
39480,0.691161,0.669329,0.673589,,0.678026333
39540,0.691161,0.669329,0.673056,,0.677848667
39600,0.690628,0.669329,0.673056,,0.677671
39660,0.690628,0.669329,0.673056,,0.677671
39720,0.690628,0.669329,0.672524,,0.677493667
39780,0.690628,0.668796,0.672524,,0.677316
39840,0.690096,0.668796,0.672524,,0.677138667
39900,0.690096,0.668796,0.672524,,0.677138667
39960,0.690096,0.668796,0.672524,,0.677138667
40020,0.690096,0.668796,0.672524,,0.677138667
40080,0.690096,0.668264,0.672524,,0.676961333
40140,0.689563,0.668264,0.672524,,0.676783667
40200,0.689563,0.668264,0.671991,,0.676606
40260,0.689563,0.668264,0.671991,,0.676606
40320,0.689031,0.667731,0.671991,,0.676251
40380,0.689031,0.667731,0.671991,,0.676251
40440,0.689031,0.667731,0.671991,,0.676251
40500,0.689031,0.667731,0.671459,,0.676073667
40560,0.689031,0.667731,0.671459,,0.676073667
40620,0.688498,0.667731,0.671459,,0.675896
40680,0.688498,0.667731,0.671459,,0.675896
40740,0.688498,0.667199,0.670926,,0.675541
40800,0.688498,0.667199,0.670926,,0.675541
40860,0.688498,0.667199,0.670926,,0.675541
40920,0.687966,0.667199,0.670926,,0.675363667
40980,0.687966,0.667199,0.670926,,0.675363667
41040,0.687966,0.666666,0.670926,,0.675186
41100,0.687966,0.666666,0.670394,,0.675008667
41160,0.687966,0.666666,0.670394,,0.675008667
41220,0.687966,0.666666,0.670394,,0.675008667
41280,0.687966,0.666666,0.670394,,0.675008667
41340,0.687433,0.666666,0.670394,,0.674831
41400,0.687433,0.666666,0.670394,,0.674831
41460,0.687433,0.666134,0.670394,,0.674653667
41520,0.687433,0.666134,0.670394,,0.674653667
41580,0.686901,0.666134,0.669861,,0.674298667
41640,0.686901,0.666134,0.669861,,0.674298667
41700,0.686901,0.666134,0.669861,,0.674298667
41760,0.686901,0.665602,0.669861,,0.674121333
41820,0.686901,0.665602,0.669861,,0.674121333
41880,0.686368,0.665602,0.669329,,0.673766333
41940,0.686368,0.665602,0.669329,,0.673766333
42000,0.686368,0.665069,0.669329,,0.673588667
42060,0.686368,0.665069,0.669329,,0.673588667
42120,0.686368,0.665069,0.669329,,0.673588667
42180,0.686368,0.665069,0.668796,,0.673411
42240,0.685836,0.665069,0.668796,,0.673233667
42300,0.685836,0.665069,0.668796,,0.673233667
42360,0.685836,0.664537,0.668796,,0.673056333
42420,0.685836,0.664537,0.668796,,0.673056333
42480,0.685836,0.664537,0.668264,,0.672879
42540,0.685303,0.664537,0.668264,,0.672701333
42600,0.685303,0.664537,0.668264,,0.672701333
42660,0.685303,0.664004,0.667731,,0.672346
42720,0.685303,0.664004,0.667731,,0.672346
42780,0.685303,0.664004,0.667731,,0.672346
42840,0.685303,0.664004,0.667731,,0.672346
42900,0.685303,0.664004,0.667731,,0.672346
42960,0.684771,0.664004,0.667731,,0.672168667
43020,0.684771,0.664004,0.667199,,0.671991333
43080,0.684771,0.663472,0.667199,,0.671814
43140,0.684771,0.663472,0.667199,,0.671814
43200,0.684771,0.663472,0.666666,,0.671636333
43260,0.684238,0.662939,0.666666,,0.671281
43320,0.684238,0.662939,0.666666,,0.671281
43380,0.684238,0.662939,0.666666,,0.671281
43440,0.684238,0.662939,0.666666,,0.671281
43500,0.683706,0.662939,0.666134,,0.670926333
43560,0.683706,0.662939,0.666134,,0.670926333
43620,0.683706,0.662939,0.665602,,0.670749
43680,0.683706,0.662407,0.665602,,0.670571667
43740,0.683706,0.662407,0.665602,,0.670571667
43800,0.683706,0.662407,0.665602,,0.670571667
43860,0.683173,0.662407,0.665602,,0.670394
43920,0.683173,0.662407,0.665069,,0.670216333
43980,0.683173,0.662407,0.665069,,0.670216333
44040,0.683173,0.661874,0.665069,,0.670038667
44100,0.683173,0.662407,0.665069,,0.670216333
44160,0.683173,0.661874,0.665069,,0.670038667
44220,0.683173,0.661874,0.665069,,0.670038667
44280,0.682641,0.661874,0.665069,,0.669861333
44340,0.682641,0.661874,0.665069,,0.669861333
44400,0.682641,0.661342,0.665069,,0.669684
44460,0.682641,0.661342,0.665069,,0.669684
44520,0.682641,0.661342,0.664537,,0.669506667
44580,0.682108,0.661342,0.664537,,0.669329
44640,0.682108,0.660809,0.664537,,0.669151333
44700,0.682108,0.660809,0.664537,,0.669151333
44760,0.681576,0.660809,0.664004,,0.668796333
44820,0.681576,0.660809,0.664004,,0.668796333
44880,0.681576,0.660809,0.664004,,0.668796333
44940,0.681043,0.660809,0.663472,,0.668441333
45000,0.681043,0.660809,0.663472,,0.668441333
45060,0.681043,0.660277,0.663472,,0.668264
45120,0.680511,0.660277,0.663472,,0.668086667
45180,0.679979,0.660277,0.663472,,0.667909333
45240,0.679979,0.660277,0.663472,,0.667909333
45300,0.679979,0.659744,0.663472,,0.667731667
45360,0.679979,0.660277,0.663472,,0.667909333
45420,0.679446,0.659744,0.662939,,0.667376333
45480,0.679446,0.659744,0.662939,,0.667376333
45540,0.679446,0.659744,0.662939,,0.667376333
45600,0.679446,0.659744,0.662939,,0.667376333
45660,0.679446,0.659212,0.662939,,0.667199
45720,0.679446,0.659212,0.662939,,0.667199
45780,0.679446,0.659212,0.662939,,0.667199
45840,0.679446,0.659212,0.662939,,0.667199
45900,0.679446,0.659212,0.662407,,0.667021667
45960,0.678914,0.658679,0.662407,,0.666666667
46020,0.678914,0.658679,0.662407,,0.666666667
46080,0.678914,0.658679,0.662407,,0.666666667
46140,0.678914,0.658679,0.661874,,0.666489
46200,0.678914,0.658679,0.661874,,0.666489
46260,0.678381,0.658147,0.661874,,0.666134
46320,0.678381,0.658147,0.661874,,0.666134
46380,0.678381,0.658147,0.661874,,0.666134
46440,0.678381,0.658147,0.661342,,0.665956667
46500,0.678381,0.658147,0.661342,,0.665956667
46560,0.677849,0.658147,0.661342,,0.665779333
46620,0.677849,0.658147,0.661342,,0.665779333
46680,0.677849,0.657614,0.661342,,0.665601667
46740,0.677849,0.657614,0.661342,,0.665601667
46800,0.677849,0.657614,0.660809,,0.665424
46860,0.677849,0.657614,0.660809,,0.665424
46920,0.677849,0.657614,0.660809,,0.665424
46980,0.677849,0.657614,0.660809,,0.665424
47040,0.677316,0.657082,0.660809,,0.665069
47100,0.677316,0.657082,0.660809,,0.665069
47160,0.677316,0.657082,0.660277,,0.664891667
47220,0.677316,0.657082,0.660277,,0.664891667
47280,0.677316,0.657082,0.660277,,0.664891667
47340,0.677316,0.656549,0.660277,,0.664714
47400,0.676784,0.656549,0.660277,,0.664536667
47460,0.676784,0.656549,0.659744,,0.664359
47520,0.676784,0.656549,0.659744,,0.664359
47580,0.676784,0.656549,0.659744,,0.664359
47640,0.676784,0.656017,0.659744,,0.664181667
47700,0.676784,0.656549,0.659744,,0.664359
47760,0.676251,0.656017,0.659744,,0.664004
47820,0.676251,0.656017,0.659744,,0.664004
47880,0.676251,0.656017,0.659212,,0.663826667
47940,0.676251,0.656017,0.659212,,0.663826667
48000,0.676251,0.656017,0.659744,,0.664004
48060,0.676251,0.656017,0.659212,,0.663826667
48120,0.676251,0.656017,0.659212,,0.663826667
48180,0.675719,0.656017,0.659212,,0.663649333
48240,0.675719,0.655484,0.659212,,0.663471667
48300,0.675719,0.655484,0.659212,,0.663471667
48360,0.675186,0.655484,0.659212,,0.663294
48420,0.675719,0.655484,0.659212,,0.663471667
48480,0.675186,0.655484,0.658679,,0.663116333
48540,0.675186,0.655484,0.658679,,0.663116333
48600,0.675186,0.655484,0.658679,,0.663116333
48660,0.675186,0.654952,0.658679,,0.662939
48720,0.675186,0.654952,0.658679,,0.662939
48780,0.675186,0.654952,0.658679,,0.662939
48840,0.675186,0.654952,0.658147,,0.662761667
48900,0.674654,0.654952,0.658147,,0.662584333
48960,0.674654,0.654419,0.658147,,0.662406667
49020,0.674654,0.654419,0.658147,,0.662406667
49080,0.674654,0.654419,0.658147,,0.662406667
49140,0.674654,0.654419,0.658147,,0.662406667
49200,0.674654,0.654419,0.658147,,0.662406667
49260,0.674121,0.654419,0.657614,,0.662051333
49320,0.674654,0.654419,0.657614,,0.662229
49380,0.674121,0.653887,0.657614,,0.661874
49440,0.674121,0.653887,0.657614,,0.661874
49500,0.674121,0.653887,0.657614,,0.661874
49560,0.674121,0.653887,0.657082,,0.661696667
49620,0.673589,0.653887,0.657082,,0.661519333
49680,0.673589,0.653887,0.657082,,0.661519333
49740,0.673589,0.653354,0.657082,,0.661341667
49800,0.673589,0.653354,0.657082,,0.661341667
49860,0.673589,0.653354,0.657082,,0.661341667
49920,0.673589,0.653354,0.656549,,0.661164
49980,0.673589,0.653354,0.656549,,0.661164
50040,0.673056,0.652822,0.656549,,0.660809
50100,0.673056,0.652822,0.656017,,0.660631667
50160,0.673056,0.652822,0.656017,,0.660631667
50220,0.673056,0.652822,0.656017,,0.660631667
50280,0.673056,0.652822,0.656017,,0.660631667
50340,0.673056,0.652822,0.656017,,0.660631667
50400,0.673056,0.652289,0.656017,,0.660454
50460,0.672524,0.652289,0.656017,,0.660276667
50520,0.672524,0.652289,0.655484,,0.660099
50580,0.672524,0.652289,0.655484,,0.660099
50640,0.672524,0.652289,0.655484,,0.660099
50700,0.672524,0.652289,0.655484,,0.660099
50760,0.671991,0.651757,0.655484,,0.659744
50820,0.671991,0.652289,0.655484,,0.659921333
50880,0.671991,0.651757,0.655484,,0.659744
50940,0.671991,0.651757,0.655484,,0.659744
51000,0.671991,0.651757,0.655484,,0.659744
51060,0.671991,0.651757,0.654952,,0.659566667
51120,0.671991,0.651225,0.654952,,0.659389333
51180,0.671991,0.651225,0.654952,,0.659389333
51240,0.671459,0.651225,0.654952,,0.659212
51300,0.671459,0.651225,0.654952,,0.659212
51360,0.671459,0.651225,0.654952,,0.659212
51420,0.671459,0.650692,0.654419,,0.658856667
51480,0.671459,0.650692,0.654419,,0.658856667
51540,0.671459,0.650692,0.654419,,0.658856667
51600,0.671459,0.650692,0.654419,,0.658856667
51660,0.670926,0.650692,0.654419,,0.658679
51720,0.670926,0.650692,0.653887,,0.658501667
51780,0.670926,0.650692,0.653887,,0.658501667
51840,0.670926,0.65016,0.653887,,0.658324333
51900,0.670926,0.65016,0.653887,,0.658324333
51960,0.670926,0.65016,0.653887,,0.658324333
52020,0.670926,0.65016,0.653887,,0.658324333
52080,0.670394,0.649627,0.653354,,0.657791667
52140,0.670394,0.649627,0.653354,,0.657791667
52200,0.670394,0.649627,0.653354,,0.657791667
52260,0.670394,0.649627,0.653354,,0.657791667
52320,0.670394,0.649627,0.653354,,0.657791667
52380,0.670394,0.649627,0.652822,,0.657614333
52440,0.669861,0.649627,0.652822,,0.657436667
52500,0.669861,0.649095,0.652822,,0.657259333
52560,0.669861,0.649095,0.652822,,0.657259333
52620,0.669861,0.649095,0.652822,,0.657259333
52680,0.669329,0.649095,0.652289,,0.656904333
52740,0.669329,0.649095,0.652289,,0.656904333
52800,0.669329,0.648562,0.652289,,0.656726667
52860,0.669329,0.648562,0.652289,,0.656726667
52920,0.669329,0.648562,0.651757,,0.656549333
52980,0.669329,0.648562,0.652289,,0.656726667
53040,0.669329,0.648562,0.651757,,0.656549333
53100,0.669329,0.648562,0.651757,,0.656549333
53160,0.668796,0.648562,0.651757,,0.656371667
53220,0.668796,0.64803,0.651757,,0.656194333
53280,0.668796,0.64803,0.651225,,0.656017
53340,0.668796,0.64803,0.651225,,0.656017
53400,0.668796,0.64803,0.651225,,0.656017
53460,0.668796,0.64803,0.651225,,0.656017
53520,0.668796,0.64803,0.651225,,0.656017
53580,0.668796,0.647497,0.651225,,0.655839333
53640,0.668264,0.647497,0.650692,,0.655484333
53700,0.668264,0.647497,0.650692,,0.655484333
53760,0.668264,0.647497,0.650692,,0.655484333
53820,0.668264,0.647497,0.650692,,0.655484333
53880,0.668264,0.646965,0.650692,,0.655307
53940,0.668264,0.646965,0.65016,,0.655129667
54000,0.668264,0.646965,0.65016,,0.655129667
54060,0.668264,0.646965,0.65016,,0.655129667
54120,0.667731,0.646965,0.65016,,0.654952
54180,0.667731,0.646432,0.65016,,0.654774333
54240,0.667731,0.646432,0.649627,,0.654596667
54300,0.667731,0.646432,0.649627,,0.654596667
54360,0.667199,0.646432,0.649627,,0.654419333
54420,0.667731,0.646432,0.649627,,0.654596667
54480,0.667199,0.6459,0.649095,,0.654064667
54540,0.667199,0.6459,0.649095,,0.654064667
54600,0.667199,0.6459,0.649095,,0.654064667
54660,0.667199,0.6459,0.649095,,0.654064667
54720,0.667199,0.6459,0.649095,,0.654064667
54780,0.666666,0.6459,0.649095,,0.653887
54840,0.667199,0.6459,0.648562,,0.653887
54900,0.666666,0.645367,0.648562,,0.653531667
54960,0.666666,0.645367,0.648562,,0.653531667
55020,0.666666,0.645367,0.648562,,0.653531667
55080,0.666666,0.645367,0.648562,,0.653531667
55140,0.666666,0.645367,0.648562,,0.653531667
55200,0.666134,0.644835,0.64803,,0.652999667
55260,0.666666,0.644835,0.64803,,0.653177
55320,0.666134,0.644835,0.64803,,0.652999667
55380,0.666134,0.644835,0.64803,,0.652999667
55440,0.666134,0.644835,0.647497,,0.652822
55500,0.666134,0.644302,0.647497,,0.652644333
55560,0.666134,0.644302,0.647497,,0.652644333
55620,0.666134,0.644302,0.647497,,0.652644333
55680,0.666134,0.64377,0.647497,,0.652467
55740,0.665602,0.644302,0.647497,,0.652467
55800,0.665602,0.64377,0.647497,,0.652289667
55860,0.665602,0.64377,0.646965,,0.652112333
55920,0.665602,0.64377,0.646965,,0.652112333
55980,0.665069,0.643237,0.646965,,0.651757
56040,0.665602,0.643237,0.646965,,0.651934667
56100,0.665069,0.643237,0.646965,,0.651757
56160,0.665069,0.643237,0.646965,,0.651757
56220,0.665069,0.643237,0.646432,,0.651579333
56280,0.665069,0.643237,0.646432,,0.651579333
56340,0.665069,0.643237,0.646965,,0.651757
56400,0.665069,0.642705,0.646432,,0.651402
56460,0.664537,0.642705,0.646432,,0.651224667
56520,0.664537,0.642705,0.646432,,0.651224667
56580,0.664537,0.642705,0.6459,,0.651047333
56640,0.664537,0.642705,0.6459,,0.651047333
56700,0.664537,0.642705,0.6459,,0.651047333
56760,0.664537,0.642172,0.6459,,0.650869667
56820,0.664537,0.642705,0.6459,,0.651047333
56880,0.664537,0.642172,0.6459,,0.650869667
56940,0.664537,0.642172,0.6459,,0.650869667
57000,0.664004,0.642172,0.6459,,0.650692
57060,0.664004,0.642172,0.6459,,0.650692
57120,0.664004,0.64164,0.645367,,0.650337
57180,0.664004,0.64164,0.645367,,0.650337
57240,0.664004,0.64164,0.645367,,0.650337
57300,0.664004,0.64164,0.645367,,0.650337
57360,0.664004,0.64164,0.645367,,0.650337
57420,0.664004,0.641107,0.644835,,0.649982
57480,0.663472,0.641107,0.644835,,0.649804667
57540,0.663472,0.641107,0.644835,,0.649804667
57600,0.663472,0.641107,0.644835,,0.649804667
57660,0.663472,0.641107,0.644835,,0.649804667
57720,0.663472,0.641107,0.644835,,0.649804667
57780,0.663472,0.640575,0.644835,,0.649627333
57840,0.663472,0.640575,0.644302,,0.649449667
57900,0.663472,0.641107,0.644835,,0.649804667
57960,0.662939,0.640575,0.644302,,0.649272
58020,0.662939,0.640575,0.644302,,0.649272
58080,0.662939,0.640575,0.644302,,0.649272
58140,0.662939,0.640575,0.644302,,0.649272
58200,0.662939,0.640042,0.644302,,0.649094333
58260,0.662939,0.640042,0.64377,,0.648917
58320,0.662939,0.640042,0.64377,,0.648917
58380,0.662939,0.640042,0.64377,,0.648917
58440,0.662407,0.640042,0.64377,,0.648739667
58500,0.662407,0.640042,0.64377,,0.648739667
58560,0.662407,0.63951,0.64377,,0.648562333
58620,0.662407,0.63951,0.64377,,0.648562333
58680,0.662407,0.63951,0.64377,,0.648562333
58740,0.662407,0.63951,0.643237,,0.648384667
58800,0.662407,0.63951,0.643237,,0.648384667
58860,0.662407,0.63951,0.643237,,0.648384667
58920,0.662407,0.63951,0.643237,,0.648384667
58980,0.662407,0.63951,0.643237,,0.648384667
59040,0.662407,0.63951,0.643237,,0.648384667
59100,0.661874,0.638977,0.642705,,0.647852
59160,0.661874,0.638977,0.642705,,0.647852
59220,0.661874,0.638977,0.642705,,0.647852
59280,0.661874,0.638977,0.642705,,0.647852
59340,0.661874,0.638977,0.642705,,0.647852
59400,0.661874,0.638445,0.642705,,0.647674667
59460,0.661874,0.638445,0.642172,,0.647497
59520,0.661874,0.638445,0.642172,,0.647497
59580,0.661342,0.638445,0.642172,,0.647319667
59640,0.661342,0.638445,0.642172,,0.647319667
59700,0.661342,0.637912,0.642172,,0.647142
59760,0.661342,0.637912,0.64164,,0.646964667
59820,0.661342,0.637912,0.64164,,0.646964667
59880,0.661342,0.637912,0.64164,,0.646964667
59940,0.661342,0.63738,0.641107,,0.646609667
60000,0.660809,0.63738,0.641107,,0.646432
60060,0.660809,0.63738,0.641107,,0.646432
60120,0.660809,0.63738,0.641107,,0.646432
60180,0.660809,0.63738,0.641107,,0.646432
60240,0.660809,0.63738,0.641107,,0.646432
60300,0.660809,0.63738,0.640575,,0.646254667
60360,0.660809,0.636848,0.640575,,0.646077333
60420,0.660277,0.636848,0.640575,,0.6459
60480,0.660277,0.636848,0.640575,,0.6459
60540,0.660277,0.636848,0.640575,,0.6459
60600,0.660277,0.636848,0.640575,,0.6459
60660,0.660277,0.636848,0.640575,,0.6459
60720,0.660277,0.636848,0.640575,,0.6459
60780,0.660277,0.636315,0.640575,,0.645722333
60840,0.660277,0.636315,0.640042,,0.645544667
60900,0.660277,0.636315,0.640042,,0.645544667
60960,0.660277,0.636315,0.640575,,0.645722333
61020,0.660277,0.635783,0.640042,,0.645367333
61080,0.660277,0.635783,0.640042,,0.645367333
61140,0.659744,0.635783,0.640042,,0.645189667
61200,0.659744,0.635783,0.640042,,0.645189667
61260,0.659744,0.635783,0.640042,,0.645189667
61320,0.659744,0.63525,0.640042,,0.645012
61380,0.659744,0.63525,0.640042,,0.645012
61440,0.659744,0.63525,0.63951,,0.644834667
61500,0.659744,0.63525,0.63951,,0.644834667
61560,0.659744,0.63525,0.63951,,0.644834667
61620,0.659744,0.63525,0.63951,,0.644834667
61680,0.659744,0.63525,0.63951,,0.644834667
61740,0.659212,0.63525,0.63951,,0.644657333
61800,0.659212,0.634718,0.63951,,0.64448
61860,0.659212,0.634718,0.63951,,0.64448
61920,0.659212,0.634718,0.63951,,0.64448
61980,0.659212,0.634718,0.63951,,0.64448
62040,0.659212,0.634185,0.63951,,0.644302333
62100,0.659212,0.634185,0.63951,,0.644302333
62160,0.659212,0.634185,0.638977,,0.644124667
62220,0.659212,0.634185,0.638977,,0.644124667
62280,0.658679,0.634185,0.638977,,0.643947
62340,0.658679,0.634185,0.638977,,0.643947
62400,0.658679,0.634185,0.638977,,0.643947
62460,0.658679,0.634185,0.638977,,0.643947
62520,0.658679,0.633653,0.638977,,0.643769667
62580,0.658679,0.633653,0.638445,,0.643592333
62640,0.658147,0.633653,0.638445,,0.643415
62700,0.658679,0.63312,0.638445,,0.643414667
62760,0.658147,0.63312,0.638445,,0.643237333
62820,0.658147,0.63312,0.638445,,0.643237333
62880,0.658147,0.63312,0.638445,,0.643237333
62940,0.658147,0.63312,0.638445,,0.643237333
63000,0.658147,0.63312,0.637912,,0.643059667
63060,0.658147,0.632588,0.637912,,0.642882333
63120,0.658147,0.632588,0.637912,,0.642882333
63180,0.658147,0.632588,0.637912,,0.642882333
63240,0.657614,0.632588,0.637912,,0.642704667
63300,0.658147,0.632588,0.637912,,0.642882333
63360,0.657614,0.632588,0.637912,,0.642704667
63420,0.657614,0.632588,0.637912,,0.642704667
63480,0.657614,0.632055,0.63738,,0.642349667
63540,0.657614,0.632055,0.63738,,0.642349667
63600,0.657614,0.632055,0.63738,,0.642349667
63660,0.657614,0.632055,0.63738,,0.642349667
63720,0.657614,0.632055,0.63738,,0.642349667
63780,0.657614,0.632055,0.63738,,0.642349667
63840,0.657614,0.632055,0.636848,,0.642172333
63900,0.657082,0.631523,0.63738,,0.641995
63960,0.657082,0.631523,0.636848,,0.641817667
64020,0.657082,0.631523,0.636848,,0.641817667
64080,0.657082,0.631523,0.636848,,0.641817667
64140,0.657082,0.63099,0.636848,,0.64164
64200,0.657082,0.63099,0.636848,,0.64164
64260,0.657082,0.63099,0.636848,,0.64164
64320,0.657082,0.63099,0.636315,,0.641462333
64380,0.657082,0.63099,0.636315,,0.641462333
64440,0.657082,0.63099,0.636315,,0.641462333
64500,0.656549,0.630458,0.636315,,0.641107333
64560,0.656549,0.630458,0.636315,,0.641107333
64620,0.656549,0.630458,0.636315,,0.641107333
64680,0.656549,0.630458,0.635783,,0.64093
64740,0.656549,0.630458,0.635783,,0.64093
64800,0.656549,0.629925,0.635783,,0.640752333
64860,0.656549,0.629925,0.635783,,0.640752333
64920,0.656549,0.629925,0.635783,,0.640752333
64980,0.656549,0.629925,0.635783,,0.640752333
65040,0.656017,0.629925,0.635783,,0.640575
65100,0.656017,0.629925,0.635783,,0.640575
65160,0.656017,0.629925,0.635783,,0.640575
65220,0.656017,0.629925,0.63525,,0.640397333
65280,0.656017,0.629925,0.63525,,0.640397333
65340,0.656017,0.629925,0.63525,,0.640397333
65400,0.656549,0.629925,0.63525,,0.640574667
65460,0.656017,0.629393,0.63525,,0.64022
65520,0.656017,0.629393,0.634718,,0.640042667
65580,0.656017,0.629393,0.634718,,0.640042667
65640,0.656017,0.629393,0.634718,,0.640042667
65700,0.656017,0.629393,0.634718,,0.640042667
65760,0.656017,0.62886,0.634718,,0.639865
65820,0.656017,0.62886,0.634718,,0.639865
65880,0.656017,0.62886,0.634718,,0.639865
65940,0.655484,0.62886,0.634718,,0.639687333
66000,0.655484,0.62886,0.634185,,0.639509667
66060,0.655484,0.62886,0.634185,,0.639509667
66120,0.655484,0.62886,0.634185,,0.639509667
66180,0.655484,0.62886,0.634185,,0.639509667
66240,0.655484,0.62886,0.634185,,0.639509667
66300,0.655484,0.62886,0.634185,,0.639509667
66360,0.655484,0.628328,0.634185,,0.639332333
66420,0.655484,0.628328,0.634185,,0.639332333
66480,0.655484,0.628328,0.634185,,0.639332333
66540,0.654952,0.628328,0.634185,,0.639155
66600,0.654952,0.628328,0.634185,,0.639155
66660,0.654952,0.627795,0.633653,,0.6388
66720,0.654952,0.627795,0.633653,,0.6388
66780,0.654952,0.627795,0.633653,,0.6388
